id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
14938080,2018-07-29,47.4251571671,-121.5430494213,King,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
14938090,2018-07-29,47.425206285,-121.543021761,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
14938112,2018-07-29,47.4253416667,-121.5428783333,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
14944095,2018-07-27,45.25505374,-111.09226419,Gallatin,Montana,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
14944116,2018-07-27,45.25511985,-111.09223053,Gallatin,Montana,United States,Erebia epipsodea,Common Alpine,Nymphalidae,Erebia,Erebia epipsodea,
14944157,2018-07-27,45.25497988,-111.09259713,Gallatin,Montana,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
14944158,2018-07-27,45.25509251,-111.09273121,Gallatin,Montana,United States,Papilio zelicaon,Anise Swallowtail,Papilionidae,Papilio,Papilio zelicaon,
14957308,2018-07-21,48.9272083333,-121.8604,Whatcom,Washington,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
14962386,2018-07-27,47.6397572738,-121.2593688538,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
14962400,2018-07-27,47.6397002349,-121.2598298584,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
14976426,2018-07-27,47.6394284517,-121.2595509925,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
14976448,2018-07-27,47.6395577426,-121.2595507411,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
14995327,2018-06-09,45.4979850026,-110.9881634173,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
14995350,2018-06-09,45.498454012,-110.9880742339,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
14995633,2018-06-09,45.4984520423,-110.9881262017,Gallatin,Montana,United States,Euchloe ausonides,Large Marble,Pieridae,Euchloe,Euchloe ausonides,
14999763,2018-07-31,45.852244841,-110.9506664706,Gallatin,Montana,United States,Colias pelidne,Pelidne Sulphur,Pieridae,Colias,Colias pelidne,
15000500,2018-07-28,39.17478736,-120.31582,Placer,California,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
15000507,2018-07-28,39.17494951,-120.315698,Placer,California,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
15000571,2018-07-28,39.17472224,-120.31572927,Placer,California,United States,Lycaena editha,Edith's Copper,Lycaenidae,Lycaena,Lycaena editha,
15000661,2018-07-28,39.17478827,-120.31583397,Placer,California,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15000685,2018-07-28,39.17449292,-120.31548037,Placer,California,United States,Speyeria cybele,Great Spangled Fritillary,Nymphalidae,Speyeria,Speyeria cybele,
15000691,2018-07-28,39.17470899,-120.3155657,Placer,California,United States,Speyeria cybele,Great Spangled Fritillary,Nymphalidae,Speyeria,Speyeria cybele,
15029526,2018-07-28,39.1333332612,-120.3173131776,Placer,California,United States,Lycaena rubidus,Ruddy Copper,Lycaenidae,Lycaena,Lycaena rubidus,
15030572,2018-07-28,39.1332967161,-120.3179454246,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
15030581,2018-07-28,39.1333237477,-120.3176776228,Placer,California,United States,Lycaena nivalis,Lilac-bordered Copper,Lycaenidae,Lycaena,Lycaena nivalis,
15030601,2018-07-28,39.1333529586,-120.3180549761,Placer,California,United States,Lycaena rubidus,Ruddy Copper,Lycaenidae,Lycaena,Lycaena rubidus,
15030692,2018-07-28,39.1561558843,-120.2911818401,Placer,California,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
15035718,2018-08-01,48.9261974395,-121.8635941019,Whatcom,Washington,United States,Pieris marginalis,Margined White,Pieridae,Pieris,Pieris marginalis,
15035736,2018-08-01,48.9272950497,-121.8630643656,Whatcom,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15035766,2018-08-01,48.9275766816,-121.8625981641,Whatcom,Washington,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15035816,2018-08-01,48.927651993,-121.8619343174,Whatcom,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15035828,2018-08-01,48.9263797459,-121.8636043278,Whatcom,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
15057712,2018-07-31,47.4860475782,-120.7937278971,Chelan,Washington,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
15085877,2018-07-29,45.3472700855,-110.5111120083,Park,Montana,United States,Lycaena helloides,Purplish Copper,Lycaenidae,Lycaena,Lycaena helloides,
15086108,2018-07-29,45.3473457741,-110.5112533272,Park,Montana,United States,Phyciodes pulchella,Field Crescent,Nymphalidae,Phyciodes,Phyciodes pulchella,
15086112,2018-07-29,45.347435209,-110.5113517308,Park,Montana,United States,Coenonympha haydenii,Hayden's Ringlet,Nymphalidae,Coenonympha,Coenonympha haydenii,
15086125,2018-07-29,45.3471985041,-110.5109924824,Park,Montana,United States,Coenonympha haydenii,Hayden's Ringlet,Nymphalidae,Coenonympha,Coenonympha haydenii,
15110676,2018-06-03,45.4979395727,-110.9886133579,Gallatin,Montana,United States,Pieris marginalis,Margined White,Pieridae,Pieris,Pieris marginalis,
15117512,2018-08-04,45.1530262164,-111.0964851723,Gallatin,Montana,United States,Parnassius smintheus,Rocky Mountain Parnassian,Papilionidae,Parnassius,Parnassius smintheus,
15117532,2018-08-04,45.1530413503,-111.0959006161,Gallatin,Montana,United States,Parnassius smintheus,Rocky Mountain Parnassian,Papilionidae,Parnassius,Parnassius smintheus,
15117547,2018-08-04,45.1529248897,-111.095638862,Gallatin,Montana,United States,Parnassius smintheus,Rocky Mountain Parnassian,Papilionidae,Parnassius,Parnassius smintheus,
15117562,2018-08-04,45.1530161687,-111.0954823719,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15117593,2018-08-04,45.15284698,-111.0953778495,Gallatin,Montana,United States,Erebia epipsodea,Common Alpine,Nymphalidae,Erebia,Erebia epipsodea,
15117609,2018-08-04,45.1525984984,-111.0967954808,Gallatin,Montana,United States,Parnassius smintheus,Rocky Mountain Parnassian,Papilionidae,Parnassius,Parnassius smintheus,
15136047,2018-07-25,47.4842575156,-121.4835371327,King,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15139053,2018-08-05,46.83389392,-114.08998847,Missoula,Montana,United States,Pontia occidentalis,Western White,Pieridae,Pontia,Pontia occidentalis,
15150192,2018-08-05,45.8532320578,-110.9511833463,Gallatin,Montana,United States,Plebejus melissa,Melissa Blue,Lycaenidae,Plebejus,Plebejus melissa,
15157148,2018-08-05,38.89679708,-120.1328133,El Dorado,California,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15158573,2018-08-05,38.8977288,-120.13448001,El Dorado,California,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15158639,2018-08-05,38.89773193,-120.13448778,El Dorado,California,United States,Lycaena rubidus,Ruddy Copper,Lycaenidae,Lycaena,Lycaena rubidus,
15160663,2018-08-05,38.89774353,-120.13449851,El Dorado,California,United States,Lycaena rubidus,Ruddy Copper,Lycaenidae,Lycaena,Lycaena rubidus,
15160670,2018-08-05,38.89775896,-120.13449451,El Dorado,California,United States,Pyrgus communis,Common Checkered-Skipper,Hesperiidae,Pyrgus,Pyrgus communis,
15160692,2018-08-05,38.89786444,-120.13510882,El Dorado,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15160700,2018-08-05,38.89775667,-120.13449832,El Dorado,California,United States,Icaricia lupini,Lupine Blue,Lycaenidae,Icaricia,Icaricia lupini,
15160709,2018-08-05,38.89731119,-120.13305988,El Dorado,California,United States,Pieris rapae,Cabbage White,Pieridae,Pieris,Pieris rapae,
15176697,2018-08-05,38.88993,-120.1229028333,El Dorado,California,United States,Plebejus melissa,Melissa Blue,Lycaenidae,Plebejus,Plebejus melissa,
15179968,2018-07-21,48.927067942,-121.860574186,Whatcom,Washington,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
15195398,2018-07-29,45.2581625339,-111.093729213,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15195414,2018-07-29,45.2563568624,-111.0938988627,Gallatin,Montana,United States,Erebia epipsodea,Common Alpine,Nymphalidae,Erebia,Erebia epipsodea,
15195422,2018-07-29,45.2558541578,-111.0927953013,Gallatin,Montana,United States,Oeneis chryxus,Chryxus Arctic,Nymphalidae,Oeneis,Oeneis chryxus,
15195433,2018-07-29,45.2555993479,-111.0915459787,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15206450,2018-07-29,45.3470871086,-110.5109576137,Park,Montana,United States,Lycaena helloides,Purplish Copper,Lycaenidae,Lycaena,Lycaena helloides,
15207736,2018-07-29,45.3472933872,-110.5109433645,Park,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15215286,2018-07-29,45.2559259488,-111.0916020536,Gallatin,Montana,United States,Oeneis chryxus,Chryxus Arctic,Nymphalidae,Oeneis,Oeneis chryxus,
15215294,2018-07-29,45.2564871172,-111.0911043362,Gallatin,Montana,United States,Papilio zelicaon,Anise Swallowtail,Papilionidae,Papilio,Papilio zelicaon,
15215298,2018-07-29,45.2582289605,-111.0898383335,Gallatin,Montana,United States,Icaricia saepiolus,Greenish Blue,Lycaenidae,Icaricia,Icaricia saepiolus,
15215299,2018-07-29,45.257834089,-111.0937955138,Gallatin,Montana,United States,Erebia epipsodea,Common Alpine,Nymphalidae,Erebia,Erebia epipsodea,
15215305,2018-07-29,45.2557192091,-111.0930750054,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15215325,2018-07-29,45.2554231603,-111.0924241507,Gallatin,Montana,United States,Papilio zelicaon,Anise Swallowtail,Papilionidae,Papilio,Papilio zelicaon,
15215331,2018-07-29,45.2552901395,-111.0917018821,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15289334,2018-08-08,48.9269930857,-121.8601443504,Whatcom,Washington,United States,Papilio rutulus,Western Tiger Swallowtail,Papilionidae,Papilio,Papilio rutulus,
15296939,2018-08-10,35.28047452,-111.52750186,Coconino,Arizona,United States,Papilio machaon bairdii,Baird's Swallowtail,Papilionidae,Papilio,Papilio machaon,Papilio machaon bairdii
15296970,2018-08-10,35.28029303,-111.52747137,Coconino,Arizona,United States,Papilio machaon bairdii,Baird's Swallowtail,Papilionidae,Papilio,Papilio machaon,Papilio machaon bairdii
15330227,2018-08-11,45.596366889,-110.8685840854,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15330237,2018-08-11,45.5962507922,-110.8685590235,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15330272,2018-08-11,45.5959608593,-110.8661721089,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15330279,2018-08-11,45.5959831937,-110.8662548383,Gallatin,Montana,United States,Lycaena helloides,Purplish Copper,Lycaenidae,Lycaena,Lycaena helloides,
15330289,2018-08-11,45.5966191652,-110.8680638206,Gallatin,Montana,United States,Papilio zelicaon,Anise Swallowtail,Papilionidae,Papilio,Papilio zelicaon,
15330298,2018-08-11,45.5966101926,-110.8681454213,Gallatin,Montana,United States,Speyeria hesperis,Northwestern Fritillary,Nymphalidae,Speyeria,Speyeria hesperis,
15330311,2018-08-11,45.5965449392,-110.8682346438,Gallatin,Montana,United States,Speyeria hesperis,Northwestern Fritillary,Nymphalidae,Speyeria,Speyeria hesperis,
15333271,2018-08-11,39.4041152113,-119.9207465631,Washoe,Nevada,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15333389,2018-08-11,39.4039909495,-119.9204851316,Washoe,Nevada,United States,Limenitis lorquini,Lorquin's Admiral,Nymphalidae,Limenitis,Limenitis lorquini,
15333484,2018-08-11,39.4038874749,-119.9206387718,Washoe,Nevada,United States,Limenitis lorquini,Lorquin's Admiral,Nymphalidae,Limenitis,Limenitis lorquini,
15333496,2018-08-11,39.4039932965,-119.9209002034,Washoe,Nevada,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
15333512,2018-08-11,39.4038804341,-119.9206319825,Washoe,Nevada,United States,Speyeria egleis,Great Basin Fritillary,Nymphalidae,Speyeria,Speyeria egleis,
15333529,2018-08-11,39.4039977389,-119.9208080025,Washoe,Nevada,United States,Pyrgus communis,Common Checkered-Skipper,Hesperiidae,Pyrgus,Pyrgus communis,
15335897,2018-08-11,45.3440052142,-111.3711847925,Gallatin,Montana,United States,Cercyonis pegala,Common Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis pegala,
15337043,2018-08-11,45.3434395558,-111.3682813012,Gallatin,Montana,United States,Colias pelidne,Pelidne Sulphur,Pieridae,Colias,Colias pelidne,
15337082,2018-08-11,45.343471407,-111.3677829971,Gallatin,Montana,United States,Plebejus idas,Northern Blue,Lycaenidae,Plebejus,Plebejus idas,
15337099,2018-08-11,45.343406112,-111.3677843382,Gallatin,Montana,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
15337171,2018-08-11,45.3434776934,-111.3677840029,Gallatin,Montana,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15337254,2018-08-11,45.343384319,-111.3671798353,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15337292,2018-08-11,45.3438418737,-111.368309829,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15337319,2018-08-11,45.3443762919,-111.3681204288,Gallatin,Montana,United States,Pieris marginalis,Margined White,Pieridae,Pieris,Pieris marginalis,
15337373,2018-08-11,45.3441658058,-111.3683830575,Gallatin,Montana,United States,Speyeria egleis,Great Basin Fritillary,Nymphalidae,Speyeria,Speyeria egleis,
15337422,2018-08-11,45.3441244411,-111.3683644497,Gallatin,Montana,United States,Colias pelidne,Pelidne Sulphur,Pieridae,Colias,Colias pelidne,
15337472,2018-08-11,45.3439583244,-111.3684012089,Gallatin,Montana,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
15337506,2018-08-11,45.3438590281,-111.3685486001,Gallatin,Montana,United States,Cercyonis pegala,Common Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis pegala,
15337553,2018-08-11,45.3438485677,-111.3694309324,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15337600,2018-08-11,45.3438490956,-111.3689586428,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15337634,2018-08-11,45.3441660991,-111.3691460622,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15337645,2018-08-11,45.3449594463,-111.3689348382,Gallatin,Montana,United States,Icaricia saepiolus,Greenish Blue,Lycaenidae,Icaricia,Icaricia saepiolus,
15337668,2018-08-11,45.3453410743,-111.3692163025,Gallatin,Montana,United States,Thymelicus lineola,European Skipper,Hesperiidae,Thymelicus,Thymelicus lineola,
15337684,2018-08-11,45.3456652863,-111.3705937845,Gallatin,Montana,United States,Icaricia saepiolus,Greenish Blue,Lycaenidae,Icaricia,Icaricia saepiolus,
15337699,2018-08-11,45.3464274947,-111.3708713931,Gallatin,Montana,United States,Icaricia saepiolus,Greenish Blue,Lycaenidae,Icaricia,Icaricia saepiolus,
15337745,2018-08-11,45.3465861994,-111.370722656,Gallatin,Montana,United States,Oeneis chryxus,Chryxus Arctic,Nymphalidae,Oeneis,Oeneis chryxus,
15341588,2018-08-11,45.3901636787,-110.9508395569,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15376314,2018-08-12,46.2962837219,-111.9453735352,Jefferson,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15376329,2018-08-12,46.29637076,-111.94504167,Jefferson,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15376349,2018-08-12,46.2969512939,-111.9443054199,Jefferson,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15376420,2018-08-12,46.2974319458,-111.944229126,Jefferson,Montana,United States,Speyeria callippe,Callippe Fritillary,Nymphalidae,Speyeria,Speyeria callippe,
15376447,2018-08-12,46.29747202,-111.94402873,Jefferson,Montana,United States,Cercyonis oetus,Small Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis oetus,
15376534,2018-08-12,46.2982788086,-111.9428863525,Jefferson,Montana,United States,Cercyonis oetus,Small Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis oetus,
15376568,2018-08-12,46.2983474731,-111.9430007935,Jefferson,Montana,United States,Colias alexandra,Queen Alexandra’s Sulphur,Pieridae,Colias,Colias alexandra,
15376605,2018-08-12,46.2982559204,-111.9430618286,Jefferson,Montana,United States,Cercyonis oetus,Small Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis oetus,
15376627,2018-08-12,46.2980613708,-111.9430847168,Jefferson,Montana,United States,Plebejus idas,Northern Blue,Lycaenidae,Plebejus,Plebejus idas,
15376660,2018-08-12,46.2976646423,-111.9440689087,Jefferson,Montana,United States,Colias alexandra,Queen Alexandra’s Sulphur,Pieridae,Colias,Colias alexandra,
15376672,2018-08-12,46.297706604,-111.9440612793,Jefferson,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15376695,2018-08-12,46.297706604,-111.9440612793,Jefferson,Montana,United States,Plebejus idas,Northern Blue,Lycaenidae,Plebejus,Plebejus idas,
15376714,2018-08-12,46.2983207703,-111.9437255859,Jefferson,Montana,United States,Cercyonis oetus,Small Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis oetus,
15378830,2018-08-12,48.91500147,-121.64460588,Whatcom,Washington,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15378855,2018-08-12,48.9161219,-121.6446454,Whatcom,Washington,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15378928,2018-08-12,48.91529933,-121.64768844,Whatcom,Washington,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15380054,2018-08-12,48.9201796396,-121.6483990476,Whatcom,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
15385757,2018-07-25,47.484627982,-121.4831369957,King,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15386500,2018-07-25,47.4843621569,-121.4835838305,King,Washington,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15386526,2018-07-25,47.4846363375,-121.4833350077,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15386538,2018-07-25,47.4844889292,-121.4832928824,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
15386577,2018-07-25,47.4844472627,-121.4830802215,King,Washington,United States,Parnassius clodius,Clodius Parnassian,Papilionidae,Parnassius,Parnassius clodius,
15387900,2018-08-12,38.8973127953,-120.1331692189,El Dorado,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
15387917,2018-08-12,38.89731574,-120.13318138,El Dorado,California,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
15387931,2018-08-12,38.89750371,-120.13396451,El Dorado,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15387957,2018-08-12,38.89737299,-120.13400558,El Dorado,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15387981,2018-08-12,38.89776436,-120.13457409,El Dorado,California,United States,Lycaena helloides,Purplish Copper,Lycaenidae,Lycaena,Lycaena helloides,
15387989,2018-08-12,38.89777082,-120.13464656,El Dorado,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15387999,2018-08-12,38.8884883333,-120.1203305,El Dorado,California,United States,Habrodais grunus,Golden Hairstreak,Lycaenidae,Habrodais,Habrodais grunus,
15388009,2018-08-12,38.89781724,-120.13509571,El Dorado,California,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
15388034,2018-08-12,38.8973916667,-120.1339028333,El Dorado,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
15388098,2018-08-12,38.88988,-120.1229945,El Dorado,California,United States,Icaricia saepiolus,Greenish Blue,Lycaenidae,Icaricia,Icaricia saepiolus,
15388114,2018-08-12,38.88987,-120.1229166667,El Dorado,California,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15405145,2018-08-13,41.9101715088,-111.7047576904,Cache,Utah,United States,Speyeria zerene platina,,Nymphalidae,Speyeria,Speyeria zerene,Speyeria zerene platina
15405204,2018-08-13,41.9101905823,-111.704788208,Cache,Utah,United States,Speyeria coronis,Coronis Fritillary,Nymphalidae,Speyeria,Speyeria coronis,
15405205,2018-08-13,41.9102172852,-111.7047958374,Cache,Utah,United States,Pieris rapae,Cabbage White,Pieridae,Pieris,Pieris rapae,
15405210,2018-08-13,41.9102020264,-111.7047119141,Cache,Utah,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
15405275,2018-08-11,45.3440920869,-111.3713200764,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15405291,2018-08-11,45.3439728963,-111.3714390994,Gallatin,Montana,United States,Thymelicus lineola,European Skipper,Hesperiidae,Thymelicus,Thymelicus lineola,
15405323,2018-08-11,45.3439506004,-111.3723464404,Gallatin,Montana,United States,Colias meadii,Mead's Sulphur,Pieridae,Colias,Colias meadii,
15405333,2018-08-11,45.3437031666,-111.3722109889,Gallatin,Montana,United States,Speyeria zerene,Zerene Fritillary,Nymphalidae,Speyeria,Speyeria zerene,
15405370,2018-08-11,45.3438196751,-111.3719727752,Gallatin,Montana,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15405386,2018-08-11,45.3439766262,-111.3720926364,Gallatin,Montana,United States,Boloria chariclea,Arctic Fritillary,Nymphalidae,Boloria,Boloria chariclea,
15405398,2018-08-11,45.3437160748,-111.3710806892,Gallatin,Montana,United States,Thymelicus lineola,European Skipper,Hesperiidae,Thymelicus,Thymelicus lineola,
15405516,2018-08-11,45.345133706,-111.3709305694,Gallatin,Montana,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
15408123,2018-08-11,45.389787422,-110.9514981389,Gallatin,Montana,United States,Pontia occidentalis,Western White,Pieridae,Pontia,Pontia occidentalis,
15408167,2018-08-11,45.3900997248,-110.9505238106,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
15466307,2018-08-11,45.4429029668,-110.9404956729,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
15479978,2018-08-13,48.9164870885,-121.6455031839,Whatcom,Washington,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15488914,2018-08-13,48.9162616667,-121.6454916667,Whatcom,Washington,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15488943,2018-08-13,48.9159083333,-121.6448883333,Whatcom,Washington,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15488963,2018-08-13,48.9160333333,-121.6450366667,Whatcom,Washington,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15489004,2018-08-13,48.91597,-121.6449966667,Whatcom,Washington,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15489053,2018-08-13,48.9160466667,-121.644975,Whatcom,Washington,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15489101,2018-08-13,48.9160633333,-121.6449883333,Whatcom,Washington,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
15489159,2018-08-13,48.9160783333,-121.6449666667,Whatcom,Washington,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15489181,2018-08-13,48.91603,-121.6450666667,Whatcom,Washington,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
15507738,2018-08-15,47.4842347904,-121.4833616373,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15507901,2018-08-15,47.4844697351,-121.4830357489,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15511199,2018-08-15,47.4841046613,-121.4829627426,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15587011,2018-08-15,47.4844777911,-121.4833104057,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15587121,2018-08-15,47.484776907,-121.4818299023,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15587209,2018-08-15,47.4850373718,-121.4830372885,King,Washington,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
15668601,2018-08-18,46.9233056345,-121.4541898483,Yakima,Washington,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
15684465,2018-08-18,40.5397969826,-111.6771538747,Salt Lake,Utah,United States,Speyeria cybele,Great Spangled Fritillary,Nymphalidae,Speyeria,Speyeria cybele,
